processed_tweets,label,predicted_label
"cakep yah airnya diambil ritual mandi tujuh sumur keren kan

jelang seremoni kendi  via",1.0,"[{'label': 'NEGATIVE', 'score': 0.9882042407989502}]"
  amp   jamin aman jamin berjalan lancar,1.0,"[{'label': 'POSITIVE', 'score': 0.8672488331794739}]"
" gubernur terkait nusantara

beliau dibangunnya memiliki standar internasional memilki fasilitasfasilitas berstandar internasional",0.0,"[{'label': 'NEGATIVE', 'score': 0.9779835939407349}]"
jaya,1.0,"[{'label': 'POSITIVE', 'score': 0.9992561936378479}]"
"gubernur terkait nusantara

presiden dibangunnya memiliki dgn standar internasional memilki fasilitasfasilitas berstandar internasional",0.0,"[{'label': 'NEGATIVE', 'score': 0.9852297902107239}]"
gubernur seindonesia,0.0,"[{'label': 'NEGATIVE', 'score': 0.9941489696502686}]"
besok  jadwalkan kilometer kabupaten penajam paser utara bermalam lokasi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9791797399520874}]"
"langkahlangkah diambil terkait minyak goreng mengadakan rapat jajarannya selepas acara nusantara

hal dibiarkan",0.0,"[{'label': 'NEGATIVE', 'score': 0.982084333896637}]"
gubernur terkait dgn dibangunnya memiliki standar internasional yg memilki fasilitas berstandar internasional,0.0,"[{'label': 'NEGATIVE', 'score': 0.9881631135940552}]"
"menteri ppnkepala bappenas suharso monoarfa menteri investasi bahlil lahadalia sekretaris kabinet pramono anung bambang susantono wakil dhony rahajoe

balikpapan  maret",0.0,"[{'label': 'NEGATIVE', 'score': 0.9898561835289001}]"
"magnetnya dki jakarta  persen populasi jawa ketimpangan ekonomi ketimpangan infrastruktur presiden

presiden dibangunnya memiliki standar internasional",0.0,"[{'label': 'NEGATIVE', 'score': 0.9781883358955383}]"
ritual kendi mistis proyek,0.0,"[{'label': 'NEGATIVE', 'score': 0.905982494354248}]"
"kesempatan gubernur terkait nusantara

bukan meninggalkan dki yg mengartikan  ribu pulau pdb ekonomi  jawa",0.0,"[{'label': 'NEGATIVE', 'score': 0.9887216687202454}]"
gubernur ditugaskan bawa air sesajen,0.0,"[{'label': 'NEGATIVE', 'score': 0.9907975792884827}]"
gubernur jawa ganjar pranowo,0.0,"[{'label': 'NEGATIVE', 'score': 0.9934921264648438}]"
dibangunnya memiliki standar internasional memilki fasilitasfasilitas berstandar internasional,0.0,"[{'label': 'NEGATIVE', 'score': 0.9785861968994141}]"
gubernur terkait meninggalkan dki mengartikan  ribu pulau,0.0,"[{'label': 'NEGATIVE', 'score': 0.9540438652038574}]"
kaltim diagendakan kilometer terletak kabupaten penajam paser utara serangkaian agenda kerja bermalam lokasi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9822580218315125}]"
jenis  jenis air  kotakabupaten sejawa barat kemarin dicampurbaurkan disatukan gedung sate dibawa,0.0,"[{'label': 'NEGATIVE', 'score': 0.9796878695487976}]"
"ritual kendi mistis proyek 

dimulai mistis mistis layaknya esemka",0.0,"[{'label': 'NEGATIVE', 'score': 0.987113893032074}]"
majapahit reborn budaya kearifan lokalnya khilafah reborn turki aja gak  ribut,1.0,"[{'label': 'NEGATIVE', 'score': 0.9566546082496643}]"
membawa wakil bambang susantono dhony rahajoe kecamatan sepaku kabupaten penajam paser utara,0.0,"[{'label': 'NEGATIVE', 'score': 0.975698709487915}]"
"keterangan pers pengamanan kegiatan nusantara
balikpapan  maret",0.0,"[{'label': 'NEGATIVE', 'score': 0.7382763624191284}]"
"kesempatan gubernur terkait nusantara

bukan meninggalkan dki mengartikan  ribu pulau",0.0,"[{'label': 'NEGATIVE', 'score': 0.965878963470459}]"
"menuliskan embel 
cerdas pk  yg luas kerdilkan
kasihan penerus yg luas ketahui",1.0,"[{'label': 'NEGATIVE', 'score': 0.9741960763931274}]"
berkemah kilometer anggota dpr hetifah sjaifudian  simbol pengambilan kebijakan publik via,0.0,"[{'label': 'NEGATIVE', 'score': 0.9705569744110107}]"
"pdb ekonomi  persen jawa magnetnya dki jakarta  persen populasi jawa ketimpangan ekonomi ketimpangan infrastruktur presiden

presiden dibangunnya",0.0,"[{'label': 'NEGATIVE', 'score': 0.9770562052726746}]"
selamat malam uda  penulisan terima kasih uda penjelasannya sehat,0.0,"[{'label': 'NEGATIVE', 'score': 0.989272952079773}]"
"keterangan pers kegiatan 
balikpapan  maret",0.0,"[{'label': 'NEGATIVE', 'score': 0.6026463508605957}]"
kantor staf ksp membenarkan perusahaan keuangan jepang softbank mundur proyek,0.0,"[{'label': 'NEGATIVE', 'score': 0.9943735003471375}]"
rencananya rombongan terbatas kilometer kabupaten penajam paser utara senin  esok,0.0,"[{'label': 'NEGATIVE', 'score': 0.9729987382888794}]"
pengamanan ketat kegiatan dihadiri gubernur seindonesia,0.0,"[{'label': 'NEGATIVE', 'score': 0.9769384860992432}]"
"woiemang sdh dihapus diganti nusantara

ketik yg bener baca dg mata pikirkan dg otak hilang

bgm nih",0.0,"[{'label': 'NEGATIVE', 'score': 0.9955573678016663}]"
pengadaan dialihkan instansi memimpin rapat terbatas ratas istana merdeka jakarta kamis,0.0,"[{'label': 'NEGATIVE', 'score': 0.9137453436851501}]"
menginstruksikan jajaran kementerian agraria tata ruangbadan pertanahan nasional atrbpn menyelesaikan status kepemilikan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9724394083023071}]"
 gubernur,0.0,"[{'label': 'NEGATIVE', 'score': 0.7877529263496399}]"
"berkemah tanggal   maret  petugas persiapan menyambut kedatangan menginap wilayah ini
 
selengkapnya",0.0,"[{'label': 'NEGATIVE', 'score': 0.9502059817314148}]"
air daerah dijadikan kendi terbuat tembaga lokasi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9598037600517273}]"
"bertolak kaltim kilometer ikn

esok senin  maret  diagendakan kilometer terletak kabupaten penajam paser utara",0.0,"[{'label': 'NEGATIVE', 'score': 0.9689813256263733}]"
gubernur sumut edy rahmayadi memenuhi undangan hadir gubernur membawa  kg dan  liter air daerah sumutuntuk prosesi pengisian kendi lokasi kaltim,0.0,"[{'label': 'NEGATIVE', 'score': 0.9711127877235413}]"
gubernur ditugaskan bawa air,0.0,"[{'label': 'NEGATIVE', 'score': 0.9841876029968262}]"
keterangan pers kegiatan ri balikpapan  maret,0.0,"[{'label': 'NEGATIVE', 'score': 0.7950581908226013}]"
"jayalah nkri ku
cara melibatkan daerah ambil  sungguh bikin meleleh",1.0,"[{'label': 'NEGATIVE', 'score': 0.9148394465446472}]"
menyoal fia ui gelar talk show diskursus konstruksi tata kelola,0.0,"[{'label': 'NEGATIVE', 'score': 0.974866509437561}]"
provinsi sumatera barat membawa air ritual adat digelar besok senin  maret,0.0,"[{'label': 'NEGATIVE', 'score': 0.9734503030776978}]"
"alhamdulillah minggu wakil dilantik sebutan daerah khusus nusantara

sahabat bermimpilah berpikirlah halhal positif",0.0,"[{'label': 'NEGATIVE', 'score': 0.9510865807533264}]"
rangka memenuhi undangan  lokasi kesempatan membawa deli tepatnya pemandian putri hijau terletak namorambe delitua deli serdang,0.0,"[{'label': 'NEGATIVE', 'score': 0.9895623326301575}]"
isu membelit proyek akbar semestinya terang benderang keterbukaan kunci dukungan publik suksesnya,0.0,"[{'label': 'NEGATIVE', 'score': 0.9745657444000244}]"
"nusantara
bangga saksi hidup lahirny",1.0,"[{'label': 'NEGATIVE', 'score': 0.9729853868484497}]"
gubernur ditugaskan bawa air anies ambil kampung akuarium,0.0,"[{'label': 'NEGATIVE', 'score': 0.993337869644165}]"
kabupaten didaulat membawa air belu sabu raijua rote ndao sumba flores alor lembata,0.0,"[{'label': 'NEGATIVE', 'score': 0.9844426512718201}]"
anies baswedan beralasan membawa benda menghadirkan harapan memarjinalkan rakyat,0.0,"[{'label': 'NEGATIVE', 'score': 0.963080644607544}]"
menteri koordinator bidang politik hukum keamanan menko polhukam mahfud md simbol air dibawa gubernur calon melambangkan persatuan,0.0,"[{'label': 'NEGATIVE', 'score': 0.970892071723938}]"
"malam gubernur nusantara

para gubernur menteri antusias minggu utk mandalika menyaksikan motogp",0.0,"[{'label': 'NEGATIVE', 'score': 0.9905983805656433}]"
diberitakan  dijadwalkan berkemah senin  maret,0.0,"[{'label': 'NEGATIVE', 'score': 0.9804204702377319}]"
"otw ritual ormas nusantara

jawa halal haram kemenag gunungan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9925341010093689}]"
sice upayakan kartun pindah semarang,0.0,"[{'label': 'NEGATIVE', 'score': 0.8821130990982056}]"
"seriua nanya
ikn",0.0,"[{'label': 'NEGATIVE', 'score': 0.9525006413459778}]"
terbang kaltim kilometer,0.0,"[{'label': 'NEGATIVE', 'score': 0.7817689180374146}]"
"kantor staf uu  ibu kota nusantara berlanjut 

dengan uu salah upaya keberlanjutannya",0.0,"[{'label': 'NEGATIVE', 'score': 0.9933303594589233}]"
ritual adat digelar berkemah sepaku penajam paser utara kaltim,0.0,"[{'label': 'NEGATIVE', 'score': 0.9834327697753906}]"
 donasi mesjid terbesar dunia,0.0,"[{'label': 'NEGATIVE', 'score': 0.5086686015129089}]"
" tokoh bikin petisi tolak nusantara

isi petisi mengajak masyarakat mendesak membatalkan rencana ya",-1.0,"[{'label': 'NEGATIVE', 'score': 0.9546246528625488}]"
fraksi partai persatuan ppp dpr menyoroti mundurnya perusahaan modal ventura jepang softbank pendanaan proyek,0.0,"[{'label': 'NEGATIVE', 'score': 0.9813230633735657}]"
"reposted from atrbpn
segenap jajaran kementerian atrbpn selamat sukses dilantiknya bambang susantono dhoni rahajoe wakil",1.0,"[{'label': 'NEGATIVE', 'score': 0.9975451827049255}]"
gubernur khofifah langsung prosesi pengambilan air bumi majapahit dibawa,0.0,"[{'label': 'NEGATIVE', 'score': 0.9799376130104065}]"
jubir kementerian badan pertanahan nasional bantah tdk bagibagi lahan kavling menanggapi pernyataan wakil ketua kpk dugaan lahan kavling,0.0,"[{'label': 'NEGATIVE', 'score': 0.9412937760353088}]"
menciptakan pemerataan infrastruktur ekonomi keadilan sosial berorientasi pertumbuhan ekonomi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9779219031333923}]"
oposisi silahkan ber nyinyir ria yg pusat pemerintahan pemerataan jawa sentris,1.0,"[{'label': 'NEGATIVE', 'score': 0.9914177060127258}]"
gubernur nusa tenggara barat ntb zulkieflimansyah membawa tambora air narmada,0.0,"[{'label': 'NEGATIVE', 'score': 0.9874141812324524}]"
"gubernur nova menghadiri undangan kunjungan kerja ri gubernur digelar besok senin  maret 

ke nova penuhi undangan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9886021018028259}]"
"softbank berinvestasi proyek mundurnya softbank group jumat 
mereka rinci keputusan membatalkan penanaman modal",0.0,"[{'label': 'NEGATIVE', 'score': 0.9867444038391113}]"
"calon ca lon

negara kesatuan republik nusantara

prnh bljar pmp gk",0.0,"[{'label': 'NEGATIVE', 'score': 0.938157856464386}]"
ridwan kamil boyong air  kabupatenkota jawa barat,0.0,"[{'label': 'NEGATIVE', 'score': 0.9352336525917053}]"
garis bawahi yaa ganti nama nih kirim among lupa n sumur bikin  betah yaaa yaa kali betah biar  periode dahlah zaman jadul,-1.0,"[{'label': 'NEGATIVE', 'score': 0.9948030114173889}]"
"rt  pangkalan tni au adi sutjipto siang bertolak balikpapan timur

besok aral melintang kilometer kab penajam pa",0.0,"[{'label': 'NEGATIVE', 'score': 0.957425594329834}]"
"pangkalan tni au adi sutjipto siang bertolak balikpapan timur

besok aral melintang kilometer kab penajam paser",0.0,"[{'label': 'NEGATIVE', 'score': 0.9624932408332825}]"
sekilas ,0.0,"[{'label': 'POSITIVE', 'score': 0.986232340335846}]"
kedatangan kali rangka kemah,0.0,"[{'label': 'POSITIVE', 'score': 0.7024329900741577}]"
"futuristik
ibu 
ritualnya kendi nusantara
kemping kongkow bareng

speechless",0.0,"[{'label': 'NEGATIVE', 'score': 0.9972113966941833}]"
air kerajaan majapahit kerajaan kutai dipersatukan,0.0,"[{'label': 'POSITIVE', 'score': 0.7766051292419434}]"
"pangkalan tni au adi sutjipto siang bertolak balikpapan timur

besok aral melintang kilometer kab penajam paser utara bermalam lokasi",0.0,"[{'label': 'NEGATIVE', 'score': 0.9694997072219849}]"
 pelayanan efektif pemanfaatan sumber daya air energi efisien pengelolaan sampah berkelanjutan moda transportasi terpadu lingkungan layak huni sehat,0.0,"[{'label': 'NEGATIVE', 'score': 0.9807978868484497}]"
"rasionalisasi relevansi nya berkemah ritual kendi  rencana baru

irrasional mistis ngomong nya sih metaverse tehnologi industri  yg dikerjain yg nalar

ambyaaar",-1.0,"[{'label': 'NEGATIVE', 'score': 0.994606077671051}]"
beserta iriana minggu  maret  bertolak provinsi kaltim utk melakukn kunjungan kerja esok senin diagendakn kilometer melakukn serangkaian agenda kerja brmalam lokasi tsb,0.0,"[{'label': 'NEGATIVE', 'score': 0.9829735159873962}]"
"ksp skrng yg akn jalankan undangundang ikn
uu no  berlanjut

ikn tdk akn mangkrak
cerdasnya",0.0,"[{'label': 'NEGATIVE', 'score': 0.9932692050933838}]"
melantik bambang susantono dhony rahajoe wakil istana jakarta kamis  maret,0.0,"[{'label': 'NEGATIVE', 'score': 0.9445137977600098}]"
watyutink  berkemah lokasi lakukan ritual kendi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9633851647377014}]"
"dirancang berkelanjutan pemerintahan berakhir
 maju 

cc",0.0,"[{'label': 'NEGATIVE', 'score': 0.9198159575462341}]"
esok senin  maret  diagendakan kilometer terletak kabupaten penajam paser utara serangkaian agenda kerja bermalam lokasi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9645785689353943}]"
bertolak kaltim kilometer pangkalan tni au adi sutjipto  maret,0.0,"[{'label': 'NEGATIVE', 'score': 0.9583422541618347}]"
tujuh sumber mata air mojokerto air keramat,0.0,"[{'label': 'NEGATIVE', 'score': 0.9812790155410767}]"
serangkaian ritual adat menandai  maret,0.0,"[{'label': 'NEGATIVE', 'score': 0.956013560295105}]"
" berkemah kecamatan sepaku penajam paser utara    ditemani  gubernur yg menginap

gubernur kaltim kalbar kalsel kalteng kaltara",0.0,"[{'label': 'NEGATIVE', 'score': 0.9928566217422485}]"
bertolak kaltim  kilometer,0.0,"[{'label': 'NEGATIVE', 'score': 0.7741654515266418}]"
mengunjungi timursenang ketemu org tanyai tiket motogp mandalika,0.0,"[{'label': 'NEGATIVE', 'score': 0.9918065667152405}]"
bs air termahal d nkri harga mati middleclass tipis kayak gk bs mengakses air spt hebat bgt gak diganti aja jd ikm majapahit bs diganti jd metafisik,0.0,"[{'label': 'NEGATIVE', 'score': 0.9903832674026489}]"
republik waspada permainan yg proklamirkan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9823090434074402}]"
bangunan bentuk garuda komplenibu komplenlabel halal komplen maunya orang gimana,0.0,"[{'label': 'NEGATIVE', 'score': 0.9787663221359253}]"
berkemah  penajam paser utara berkemah minggu  maret selasa  maret  nnn,0.0,"[{'label': 'NEGATIVE', 'score': 0.9847404956817627}]"
memgenal,0.0,"[{'label': 'POSITIVE', 'score': 0.9170863628387451}]"
bambang susantono wakil donny rahajoe dilantik,0.0,"[{'label': 'NEGATIVE', 'score': 0.7843642830848694}]"
wadah diisi kg lt air provinsi diletakkan,0.0,"[{'label': 'NEGATIVE', 'score': 0.842975378036499}]"
dijadwalkan mengunjungi berkemah senin  lokasi rencananya melaksanakan ritual kendi  gubernur seindonesia,0.0,"[{'label': 'NEGATIVE', 'score': 0.9842174053192139}]"
" pengen yg nusantara

islam nusantara
ibu nusantara
bahasa inggris nusantara
bahasa arab nusantara

terakhir bikin patung dipa aidit

jadilah sosialis",0.0,"[{'label': 'NEGATIVE', 'score': 0.9340772032737732}]"
air mengandung sejarah keramat diserahkan negara nusantara,0.0,"[{'label': 'NEGATIVE', 'score': 0.7660998106002808}]"
"parah bang
ikn nusantar
ibu bubar",-1.0,"[{'label': 'NEGATIVE', 'score': 0.7595467567443848}]"
softbank menjanjikan investasi senilai us miliar us miliar nilai setara rp triliun rp triliun asumsi kurs rp,0.0,"[{'label': 'NEGATIVE', 'score': 0.9925974607467651}]"
bandung  kemah simbol kemah,0.0,"[{'label': 'POSITIVE', 'score': 0.5282527804374695}]"
sice upayakan kartun di semarang,0.0,"[{'label': 'NEGATIVE', 'score': 0.8496490716934204}]"
prosesi gubernur   mengambil kedaton air sumber mata air banyu panguripan desa pakis kecamatan trowulan kabupaten mojokerto rencananya air dibawa sepaku,0.0,"[{'label': 'NEGATIVE', 'score': 0.9754997491836548}]"
"bambang susantono resmi warganet penasaran nominal gaji bambang susantono 

selengkapnya",0.0,"[{'label': 'NEGATIVE', 'score': 0.9493059515953064}]"
melantik wakil jabatan ,0.0,"[{'label': 'POSITIVE', 'score': 0.5691838264465332}]"
"kewenangan khusus memberikan

 perizinan investasi
 kemudahan berusaha
 fasilitas khusus mendukung pembiayaan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9237664341926575}]"
mahfud md menyebut simbol air dibawa gubernur melambangkan kesatuan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9800401926040649}]"
mengenal,0.0,"[{'label': 'NEGATIVE', 'score': 0.6774958968162537}]"
presiden jokowi resmi melantik bambang sutantono dan dhony rahajoe sebagai wakil,0.0,"[{'label': 'NEGATIVE', 'score': 0.9425632357597351}]"
soft bank mundur batal investasi jepang mundur ka cepat jakarta  bandung kemauan jalan optimis kecuali suka sukses gagasan iknnya,0.0,"[{'label': 'NEGATIVE', 'score': 0.9849702715873718}]"
persiapan berkemah dikejar,0.0,"[{'label': 'NEGATIVE', 'score': 0.7373086214065552}]"
"harapan masyarakat penetapan nama pengesahan uu membawa kemajuan kesejahteraan bangsa indonesia

kesadaran disiplin prokes",0.0,"[{'label': 'NEGATIVE', 'score': 0.9859552979469299}]"
halnya kebijakan ditetapkan uu no   nama,0.0,"[{'label': 'NEGATIVE', 'score': 0.9887968301773071}]"
"memiliki wewenang khusus pemberian perizinan
investasi kemudahan berusaha pemberian fasilitas khusus mendukung pembiayaan rangka kegiatan persiapan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9121186137199402}]"
kebijakan ditetapkan uu no   nama,0.0,"[{'label': 'NEGATIVE', 'score': 0.9935585260391235}]"
melantik wakil,0.0,"[{'label': 'POSITIVE', 'score': 0.6193942427635193}]"
softbank group mengumumkan berinvestasi proyek,0.0,"[{'label': 'NEGATIVE', 'score': 0.9912840127944946}]"
"selamat sukses terpilihnya 

ir bambang susanto
sebagai nusantara

ir dhony rahajoe
sebagai wakil 

menuju visi  dunia",0.0,"[{'label': 'NEGATIVE', 'score': 0.990415632724762}]"
sice upayakan kartun pindah,-1.0,"[{'label': 'NEGATIVE', 'score': 0.9590803384780884}]"
selamat sukses dilantiknya bambang susantono dhony rahajoe wakil periode,1.0,"[{'label': 'NEGATIVE', 'score': 0.963302731513977}]"
"perkenalkan 

ini bambang susantono beliau mengharapkan dukungan masyarakat terkait merefleksikan kenusantaraan",1.0,"[{'label': 'NEGATIVE', 'score': 0.9713951945304871}]"
"sekilas 
otorita dipimpin wakil pusat pemeritahan  daerah khusus",0.0,"[{'label': 'NEGATIVE', 'score': 0.9905595183372498}]"
dijadwalkan berkemah minggu  selasa,0.0,"[{'label': 'NEGATIVE', 'score': 0.9667201042175293}]"
kebijakan ditetapkan uu no   nama,0.0,"[{'label': 'NEGATIVE', 'score': 0.9935585260391235}]"
"rt  kesempatan surya tjandra meninjau grand design istana karya i nyoman nuarta

surya tjandra berdiskusi i nyoman nuarta seputar pengalamannya proses merancang grand design istana",0.0,"[{'label': 'POSITIVE', 'score': 0.9586897492408752}]"
"rt  semoga mencapai visi  dunia inklusif hijau berkelanjutan

yuk dukung ya sob",1.0,"[{'label': 'NEGATIVE', 'score': 0.9810827970504761}]"
"rt  segenap jajaran kementerian atrbpn selamat sukses dilantiknya bambang susantono dhoni rahajoe wakil 


shared via ubersocial",1.0,"[{'label': 'NEGATIVE', 'score': 0.9754189848899841}]"
kpk menyelidiki dugaan bagibagi kaveling wakil dhony rahajoe angkat bicara terkait,0.0,"[{'label': 'NEGATIVE', 'score': 0.9884023666381836}]"
memerintahkan gubernur membawa  kilogram air liter ritual adat,0.0,"[{'label': 'NEGATIVE', 'score': 0.9873562455177307}]"
berita populer tren softbank mundur investasi proyek  asteroid  eb menabrak bumi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9969058632850647}]"
puan maharani sepak terjang tokoh pimpinan terpilih,0.0,"[{'label': 'NEGATIVE', 'score': 0.9747064709663391}]"
step by step dalan kurun dibanding,0.0,"[{'label': 'NEGATIVE', 'score': 0.9888359308242798}]"
"sehari lantik softbank mundur proyek nusantara



download aplikasi tribunnews update berita terbaru

dapatkan android",0.0,"[{'label': 'NEGATIVE', 'score': 0.9932215809822083}]"
"ri melantik bambang susantono wewenang menjalankan pemerintahan daerah khusus negara
via",0.0,"[{'label': 'NEGATIVE', 'score': 0.7965127825737}]"
kalo udh pindah kostan jaksel murah ya,0.0,"[{'label': 'NEGATIVE', 'score': 0.9785841107368469}]"
km ,0.0,"[{'label': 'POSITIVE', 'score': 0.9799183011054993}]"
semoga mencapai visi  dunia inklusif hijau berkelanjutan yuk dukung ya sob,1.0,"[{'label': 'NEGATIVE', 'score': 0.9851853847503662}]"
 menginstruksikan jajaran kementerian agraria tata ruangbadan pertanahan nasional atrbpn menyelesaikan status kepemilikan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9724394083023071}]"
direktur industri pariwisata ekonomi kreatif bappenas teguh sambodo tahapan pengembangan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9890245795249939}]"
 melantik bambang susantono istana jakarta kamis  maret  dhony rahajoe dilantik wakil,0.0,"[{'label': 'NEGATIVE', 'score': 0.9520232677459717}]"
kewenangan khusus dimiliki,0.0,"[{'label': 'NEGATIVE', 'score': 0.9394444227218628}]"
"oooh sebutannya nusantara

tanpa badan depannya",0.0,"[{'label': 'NEGATIVE', 'score': 0.9735506176948547}]"
pelaksana kegiatan persiapan,0.0,"[{'label': 'NEGATIVE', 'score': 0.8082156181335449}]"
pemilihan bambang susantono dhony  rahajoe wakil komhinasi memiliki rekam jejak ,0.0,"[{'label': 'NEGATIVE', 'score': 0.9788501262664795}]"
islam label halal nya hilang,-1.0,"[{'label': 'NEGATIVE', 'score': 0.924811601638794}]"
wakil dilantik,0.0,"[{'label': 'POSITIVE', 'score': 0.962556004524231}]"
pemprov kaltim menggelar ritual pengambilan air dibawa ritual kendi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9724770188331604}]"
rektor pimpinan segenap keluarga itb selamat dilantiknya ir bambang susantono mcp msce phd ir dhony rahajoe mba wakil,0.0,"[{'label': 'NEGATIVE', 'score': 0.9804152846336365}]"
sumber mata air situs kedaton mojokerto air keramat sumber air nilai sejarah salah satunya sumber mata air panguripan situs kedaton desa pakis,0.0,"[{'label': 'NEGATIVE', 'score': 0.9896987080574036}]"
"hahahah
salah kau geng
bukan capres khawatircuma kamirakyat yg khawatirkalok kau enak lahbrp uang yg udah kau telap
tapi yaamaenkan ajalah hut ator kau ajalahpaling bubartoh wacana akrg sdh nusantarabukan",-1.0,"[{'label': 'NEGATIVE', 'score': 0.9960155487060547}]"
kendaraan otomasti ramah lingkungan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9392703175544739}]"
resmi melantik bambang susantono dhony raharjoe wakil pemerintahan  maret  gatot raharjo,0.0,"[{'label': 'NEGATIVE', 'score': 0.9856718182563782}]"
ri melantik bambang susantono wewenang menjalankan pemerintahan daerah khusus,0.0,"[{'label': 'NEGATIVE', 'score': 0.8256393074989319}]"
dijadwalkan berkemah penajam paser utara tanggal   maret,0.0,"[{'label': 'NEGATIVE', 'score': 0.9728527665138245}]"
softbank perusahaan keuangan jepang mundur proyek,0.0,"[{'label': 'NEGATIVE', 'score': 0.9875454306602478}]"
" gubernur seindonesia dijadwalkan berkemah menginap itik nusantara
selengkapnya",0.0,"[{'label': 'NEGATIVE', 'score': 0.9865514039993286}]"
berencana menginap dibangun tenda disiapkan terwujud,0.0,"[{'label': 'NEGATIVE', 'score': 0.981918454170227}]"
dijadwalkan berkemah lokasi kemah dibangun istana,0.0,"[{'label': 'NEGATIVE', 'score': 0.9449378848075867}]"
deputi kependudukan ketenagakerjaan bappenas sektor infrastruktur prioritas  kabinet stok infrastruktur mencapai  pdb acuan ideal,0.0,"[{'label': 'NEGATIVE', 'score': 0.9698836207389832}]"
softbank corp pamit,0.0,"[{'label': 'NEGATIVE', 'score': 0.9931630492210388}]"
wakil gubernur edy pratowo menghadiri prosesi adat pelepasan amp air diberangkatkan wilayah penajam paser utara provinsi bertempat lobi istana isen mulang palangka raya sabtu  maret,0.0,"[{'label': 'NEGATIVE', 'score': 0.9798679351806641}]"
softbank mendadak mundur batal berinvestasi proyek,0.0,"[{'label': 'NEGATIVE', 'score': 0.9915258288383484}]"
"kepalawakil mengatasi ego sektoral
selengkapnya",0.0,"[{'label': 'NEGATIVE', 'score': 0.972053587436676}]"
"alhamdulillahsemoga diikuti investor hambalang  terdasyat abad amin ya allah
softbank mundur investasi proyek nusantara
klik baca",-1.0,"[{'label': 'NEGATIVE', 'score': 0.9839555025100708}]"
"softbank mundur investasi proyek nusantara
klik baca",0.0,"[{'label': 'NEGATIVE', 'score': 0.9938135147094727}]"
"sehari lantik softbank mundur proyek nusantara
 
",0.0,"[{'label': 'NEGATIVE', 'score': 0.9888729453086853}]"
kementerian pupr bertahap  sesuai  pilar visi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9630540013313293}]"
softbank group mengonfirmasi berinvestasi proyek,0.0,"[{'label': 'NEGATIVE', 'score': 0.966846227645874}]"
"pengusaha negeri badan porsi investasi proyek ikn

talk  wakil ketua kadin bidang pengembangan otonomi daerah sarman simanjorang

streaming gtgt",0.0,"[{'label': 'NEGATIVE', 'score': 0.971401035785675}]"
softbank mendadak mundur batal berinvestasi proyek nusantara kenapa,0.0,"[{'label': 'NEGATIVE', 'score': 0.9922773241996765}]"
kondisi jalan kaltim mendukung keberadaan mulus,0.0,"[{'label': 'NEGATIVE', 'score': 0.8908446431159973}]"
balikpapan  dijadwalkan kemah lokasinya rencana kemah,0.0,"[{'label': 'NEGATIVE', 'score': 0.7834929823875427}]"
dijadwalkan berkemah besok selasa,0.0,"[{'label': 'NEGATIVE', 'score': 0.9388481378555298}]"
"ambil pengalaman proyek kereta cepat kapok

softbank mundur investasi proyek",0.0,"[{'label': 'NEGATIVE', 'score': 0.9782919883728027}]"
"dilantik 

berikut kewenangan khusus",0.0,"[{'label': 'NEGATIVE', 'score': 0.8756936192512512}]"
"softbank corp mundur batal investasi nusantara

pertanda",0.0,"[{'label': 'NEGATIVE', 'score': 0.9912768006324768}]"
 tetapkan kewenangan khusus,0.0,"[{'label': 'NEGATIVE', 'score': 0.8468891382217407}]"
pemimpin diputusin investor,0.0,"[{'label': 'NEGATIVE', 'score': 0.9307953119277954}]"
dijadwalkan berkemah besok minggu  selasa,0.0,"[{'label': 'NEGATIVE', 'score': 0.9607807397842407}]"
"silahkan dikomen 

presiden dijadwalkan berkemah besok minggu  selasa",0.0,"[{'label': 'NEGATIVE', 'score': 0.9240840673446655}]"
"softbank corp mundur batal investasi nusantara

ngapa kagak batalin aja sih",-1.0,"[{'label': 'NEGATIVE', 'score': 0.9945087432861328}]"
yg ngotot bikin pindah partai kebangkitan  mensupport bli,-1.0,"[{'label': 'NEGATIVE', 'score': 0.9625385999679565}]"
"softbank corp mundur batal investasi 
prank",0.0,"[{'label': 'NEGATIVE', 'score': 0.9949930906295776}]"
 bertugas  kedepan,0.0,"[{'label': 'POSITIVE', 'score': 0.9104255437850952}]"
softbank group batal berinvestasi luhut berinvestasi  miliar dollar as,0.0,"[{'label': 'NEGATIVE', 'score': 0.9867681264877319}]"
